CloudMonitor DEBUG 2016-12-13 16:58:33,140 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x9781f9c8.Syscachehve.reg
CloudMonitor DEBUG 2016-12-13 16:58:33,142 [libvmi_monitor_server.py:469] compareregistry.0x9781f9c8.Syscachehve.reg
CloudMonitor DEBUG 2016-12-13 16:58:33,640 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x92adc008.DEFAULT.reg
CloudMonitor DEBUG 2016-12-13 16:58:33,643 [libvmi_monitor_server.py:469] compareregistry.0x92adc008.DEFAULT.reg
CloudMonitor DEBUG 2016-12-13 16:59:11,736 [libvmi_monitor_server.py:428] start
CloudMonitor DEBUG 2016-12-13 16:59:13,373 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x997b17a0.ntuserdat.reg
CloudMonitor DEBUG 2016-12-13 16:59:13,383 [libvmi_monitor_server.py:469] compareregistry.0x997b17a0.ntuserdat.reg
CloudMonitor DEBUG 2016-12-13 16:59:39,814 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x8a81c008.SYSTEM.reg
CloudMonitor DEBUG 2016-12-13 16:59:39,912 [libvmi_monitor_server.py:469] compareregistry.0x8a81c008.SYSTEM.reg
CloudMonitor DEBUG 2016-12-13 16:59:40,132 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x9e6e8008.UsrClassdat.reg
CloudMonitor DEBUG 2016-12-13 16:59:40,133 [libvmi_monitor_server.py:469] compareregistry.0x9e6e8008.UsrClassdat.reg
CloudMonitor DEBUG 2016-12-13 17:01:01,096 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x8fc4b008.SOFTWARE.reg
CloudMonitor DEBUG 2016-12-13 17:01:01,528 [libvmi_monitor_server.py:469] compareregistry.0x8fc4b008.SOFTWARE.reg
CloudMonitor DEBUG 2016-12-13 17:01:02,162 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x9781f9c8.Syscachehve.reg
CloudMonitor DEBUG 2016-12-13 17:01:02,164 [libvmi_monitor_server.py:469] compareregistry.0x9781f9c8.Syscachehve.reg
CloudMonitor DEBUG 2016-12-13 17:01:02,674 [libvmi_monitor_server.py:480] registry/instance-00001e49_registry.0x92adc008.DEFAULT.reg
CloudMonitor DEBUG 2016-12-13 17:01:02,677 [libvmi_monitor_server.py:469] compareregistry.0x92adc008.DEFAULT.reg
CloudMonitor DEBUG 2016-12-13 17:01:43,868 [libvmi_monitor_server.py:428] start
CloudMonitor DEBUG 2016-12-13 17:02:25,154 [libvmi_monitor_server.py:534] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-19 20:32:37,627 [libvmi_monitor_server.py:587] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-19 20:35:05,548 [libvmi_monitor_server.py:587] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-19 20:35:31,057 [libvmi_monitor_server.py:280] 2016-12-19 20:35:30 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:38:04,718 [libvmi_monitor_server.py:280] 2016-12-19 20:38:03 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:40:39,705 [libvmi_monitor_server.py:280] 2016-12-19 20:40:39 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:43:07,238 [libvmi_monitor_server.py:280] 2016-12-19 20:43:06 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:45:11,259 [libvmi_monitor_server.py:280] 2016-12-19 20:45:09 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:47:41,901 [libvmi_monitor_server.py:280] 2016-12-19 20:47:38 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:50:08,858 [libvmi_monitor_server.py:280] 2016-12-19 20:50:08 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:52:40,005 [libvmi_monitor_server.py:280] 2016-12-19 20:52:39 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:54:41,064 [libvmi_monitor_server.py:280] 2016-12-19 20:54:40 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:57:11,193 [libvmi_monitor_server.py:280] 2016-12-19 20:57:10 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-19 20:59:25,495 [libvmi_monitor_server.py:587] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-19 21:19:41,388 [libvmi_monitor_server.py:587] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-19 21:21:08,746 [libvmi_monitor_server.py:587] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 10:58:42,487 [libvmi_monitor_server.py:583] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 12:24:00,914 [libvmi_monitor_server.py:584] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 12:26:56,093 [libvmi_monitor_server.py:583] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 12:40:55,692 [libvmi_monitor_server.py:583] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 12:50:11,166 [libvmi_monitor_server.py:583] ============[OK] server start up!=============
